id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
46629048,SoHa Jewel,87225756926,unconfirmed,Ronald,Manhattan,Harlem,40.80041,-73.95401,United States,US,False,strict,Private room,2007.0,$861 ,$172 ,1.0,68.0,6/23/2019,2.97,5.0,1.0,330.0,"No smoking, drugs, loud volume, loud partying please. No outdoor shoes inside the house please, indoor slippers are provided. Please help me keep the place clean and organized by cleaning up after yourself, thank you.",
10492612,"Sunny, kid friendly apt in Carroll Gardens",25629461411,verified,Dominique,Brooklyn,Carroll Gardens,40.68354,-74.00139,United States,US,True,flexible,Entire home/apt,2010.0,$931 ,$186 ,1.0,4.0,9/30/2018,0.17,2.0,1.0,0.0,"This is a non-smoking residence.  There is light housekeeping (biweekly washing of linens, removal of kitchen trash) but guests are expected to clean up after themselves and keep the area tidy, including removing hair from bathtub and sink and washing dishes right away.  Remove shoes in the apartment. Slippers are OK. Turn off lights when exiting a room or hallway. Guests are not permitted without prior authorization. Overnight guests are not allowed.  Be courteous to others in the household.  Additional rules will be in the house manual, available upon arrival.",
29249272,*Cozy Stylish 2 Bedroom Apt near Bay Plaza Mall*,55065716137,unconfirmed,Mary,Bronx,Baychester,40.87011,-73.83514,United States,US,True,strict,Entire home/apt,2013.0,$838 ,$168 ,1.0,24.0,2/27/2022,4.5,5.0,1.0,84.0,,
42511652,NEW TOP FLOOR APT. IN BUSHWICK PRIME LOCATION,32881741966,verified,Alvise,Brooklyn,Bushwick,40.69943,-73.92858,United States,US,True,strict,Private room,2016.0,$150 ,$30 ,1.0,3.0,6/22/2019,2.43,4.0,1.0,0.0,,
16044883,Walk to City College & Columbia. Cheery/Clean,68488185435,verified,Melissa,Manhattan,Harlem,40.8236,-73.9516,United States,US,False,strict,Private room,2007.0,$858 ,$172 ,1.0,27.0,5/29/2019,1.66,3.0,1.0,160.0,NO Smoking.,
20330179,Spacious home in quiet Forest Hills,58492558239,verified,Sumeet,Queens,Forest Hills,40.71799,-73.85695,United States,US,True,strict,Entire home/apt,2022.0,"$1,108 ",$222 ,1.0,0.0,,,4.0,1.0,0.0,,
35077694,A Room near Public transportation,96738627774,verified,Rani,Brooklyn,Crown Heights,40.67687,-73.92518,United States,US,True,flexible,Private room,2006.0,$681 ,$136 ,31.0,6.0,12/5/2021,0.2,5.0,4.0,275.0,,
44027163,One bedroom by Lincoln Center,89181185080,unconfirmed,Christopher,Manhattan,Upper West Side,40.77406,-73.98252,United States,US,False,moderate,Entire home/apt,2021.0,$171 ,$34 ,3.0,2.0,4/24/2017,0.07,1.0,2.0,0.0,"We have ample off-street parking but if you have a car let us know and we will be in touch with you about parking. Please be careful not to drive or walk in the driveway for 233 Savin Hill Avenue. Check in time is 2 PM, check out time is 10 AM.  Guests who arrive early can drop off their luggage after 10 AM. We are unable to accommodate arrivals earlier than 10 AM.  Guests who need to stay after the check out time are welcome to use the common area on the first floor for luggage storage. NO SMOKING in the house or anywhere on the property. No Pets.",
17465951,"The Studio, lush cabin living in Brooklyn",24150913683,unconfirmed,Noemie,Brooklyn,Bedford-Stuyvesant,40.68898,-73.95835,United States,US,True,moderate,Entire home/apt,2009.0,$485 ,$97 ,3.0,45.0,6/29/2019,2.56,4.0,1.0,179.0,"There are two other units in this building, quiet, clean and respectful of neighbors is all we request. Regrets, no pets and no smoking.",
50046128,Sunlight + Space on Eastern Parkway,67148192050,verified,Yosef And Chava,Brooklyn,Crown Heights,40.67046,-73.94156,United States,US,True,strict,Entire home/apt,2009.0,$346 ,$69 ,2.0,4.0,12/5/2016,0.12,2.0,1.0,0.0,No Smoking No Pets,
37434358,Private Guest Room in Charming West Village Duplex,91397094894,verified,,Manhattan,West Village,40.73319,-74.00852,United States,US,True,strict,Private room,2003.0,"$1,097 ",$219 ,7.0,9.0,2/28/2021,0.14,5.0,2.0,0.0,,
33589245,Very large and quite 1 bed room apartment,21149411365,verified,Chris,Manhattan,Kips Bay,40.74389,-73.97662,United States,US,False,moderate,Entire home/apt,2019.0,$703 ,$141 ,10.0,3.0,1/2/2022,0.42,4.0,1.0,0.0,,
43158947,Wonderful Room in South Harlem near Central Park,97209373866,verified,Heroni,Manhattan,Harlem,40.8014,-73.95793,United States,US,True,moderate,Private room,2003.0,"$1,049 ",$210 ,2.0,12.0,5/28/2017,0.36,3.0,1.0,0.0,No Smoking,
25948175,Sonder | 116 John | Warm Studio + Gym,91456796234,unconfirmed,Sonder (NYC),Manhattan,Financial District,40.70643,-74.00519,United States,US,False,moderate,Entire home/apt,2018.0,"$1,083 ",$217 ,29.0,0.0,,,2.0,327.0,345.0,The rules for my villa are the same as those for Marriott Custom House Guests.,
24318337,Beautiful & Clean 2B/2B near Times Square,75073900220,unconfirmed,Jasmine,Manhattan,Hell's Kitchen,40.7616,-73.99368,United States,US,False,moderate,Entire home/apt,2010.0,$427 ,$85 ,2.0,19.0,7/4/2019,6.2,5.0,1.0,95.0,"We have a no shoes policy in the house, please leave your shoes in the entryway when you enter. We will be sharing the bathroom with you and typically use the bathroom from 7 to 7.30 AM. Please come talk to us so that we can assure no-one is waiting.",
16693284,Great Location! One Bedroom Apt. in LES,16492529209,unconfirmed,Semhar,Manhattan,Chinatown,40.71467,-73.99239,United States,US,False,flexible,Entire home/apt,2007.0,$90 ,$18 ,14.0,12.0,1/5/2019,0.65,3.0,1.0,0.0,,
15063446,Cozy apartment in Cobble Hill,46251565565,unconfirmed,Sandy,Brooklyn,Carroll Gardens,40.68518,-73.99247,United States,US,True,flexible,Entire home/apt,2004.0,$626 ,$125 ,1.0,90.0,7/1/2019,4.11,4.0,1.0,164.0,"The usual ""social code"": There are three of us altogether in the apartment -- myself and two others, usually housemates, though one of the bedrooms may also be occupied by another guest -- so use of the bathroom should be considerate of others' needs as well.  Quiet is appreciated before 8:00 AM and after 10:00 PM.  You are more than welcome to use the kitchen for preparing food; I would ask only that you leave it in the condition you would wish to find it.  Smoking allowed on deck. *Good communication is essential to ensure everyone is contented.",
47831405,Cozy Nest 15 Minutes From Midtown,67547097460,verified,Cory,Manhattan,Washington Heights,40.83288,-73.94306,United States,US,False,moderate,Private room,2015.0,$771 ,$154 ,1.0,0.0,,,3.0,1.0,279.0,Treat this quaint apartment like it's your own.,
3989831,Lovely Private Rm in the heart of NYC! Hells Ktchn,41844442352,verified,Jessica,Manhattan,Hell's Kitchen,40.76008,-73.992,United States,US,False,flexible,Private room,2021.0,$639 ,$128 ,2.0,5.0,12/23/2018,0.09,1.0,3.0,170.0,"NO SMOKING, NO PETS Check-in after noon and before 7pm. $50 fee if check-in after 7pm. No check-ins after midnight. Check-out 11am $1000 refundable security deposit, $100 move-in fee charged by the building and $100 cleaning fee.",
1741970,Very close to Downtown Awesome Room,41250040282,unconfirmed,Jeffrey,Brooklyn,Gravesend,40.60399,-73.97092,United States,US,True,moderate,Private room,2004.0,$147 ,$29 ,1.0,61.0,7/6/2019,0.81,2.0,2.0,348.0,,
33019272,Nice cozy apartment by Central Park,73452655676,unconfirmed,Patricia,Manhattan,Upper East Side,40.78041,-73.9608,United States,US,False,flexible,Entire home/apt,2017.0,$387 ,$77 ,4.0,33.0,1/5/2022,0.4,5.0,1.0,336.0,,
4941997,Home 4 Medical Professionals-St John's Episcopal 2,76351840620,unconfirmed,Stat,Queens,Far Rockaway,40.59642,-73.75606,United States,US,False,moderate,Private room,2008.0,$635 ,$127 ,6.0,5.0,12/2/2017,0.11,1.0,43.0,141.0,"1. No damage to the house or furniture 2. No Smoking, No Pets, No Drugs 3. No more sleepover people then you booked 4. Keep quiet after 11:00 PM 5. Be respectful to neighbors 6. Keep the kitchen clean after used 7. Keep the bathroom clean after used 8. Check-in: 3PM, Check-out: 11:00AM",
44629722,Room in sweet 2BR in Brooklyn,30521278868,verified,Maura,Brooklyn,Crown Heights,40.66945,-73.93899,United States,US,False,flexible,Private room,2022.0,$908 ,$182 ,1.0,4.0,12/17/2018,0.44,5.0,3.0,0.0,,
32239424,"Private Entrance/Bath, 2 story Apt.",69003548342,unconfirmed,Ruth,Manhattan,Upper East Side,40.77306,-73.95068,United States,US,True,flexible,Private room,2015.0,"$1,144 ",$229 ,3.0,156.0,1/23/2022,1.52,2.0,1.0,138.0,,
24110673,Lovely Spacious Apt close to Manhattan & Airports,97847974462,verified,Alba,Queens,Sunnyside,40.73643,-73.91886,United States,US,True,moderate,Entire home/apt,2006.0,$691 ,$138 ,2.0,16.0,6/18/2019,4.36,4.0,2.0,34.0,The only thing i would have to say is not playing music too loud past 11 o clock.,
45316231,Spacious studio in midtown Manhattan,8436800127,unconfirmed,Stanley,Manhattan,Murray Hill,40.74954,-73.97687,United States,US,True,flexible,Entire home/apt,2021.0,$446 ,$89 ,30.0,3.0,2/2/2019,0.2,5.0,50.0,180.0,,
5402062,The Manhattan Club studio New York,3813242707,verified,Brooke,Manhattan,Midtown,40.76365,-73.98057,United States,US,True,strict,Entire home/apt,2003.0,$63 ,$13 ,2.0,8.0,12/14/2015,0.16,3.0,1.0,279.0,,
7763145,"Bright, airy East Village apartment",20553886765,unconfirmed,Jennifer,Manhattan,East Village,40.72311,-73.98389,United States,US,True,strict,Entire home/apt,2012.0,$85 ,$17 ,7.0,1.0,1/3/2016,0.02,5.0,1.0,391.0,"Of course I want you to have a great time, but please no partying at the apartment. Guests must be respectful of other building tenants. The home is meant for you to have a comfortable place to relax, sleep, use the amenities, and just have a great central location to come home to.",
35343902,Studio with Roof Deck,98096680955,unconfirmed,Sherry,Manhattan,Tribeca,40.71703,-74.00399,United States,US,True,flexible,Entire home/apt,2003.0,$110 ,$22 ,2.0,7.0,11/26/2021,0.67,2.0,2.0,344.0,,
18714702,Private Bedroom in large 2 bedroom 1100sf apt,51245821686,verified,Miho,Brooklyn,Prospect Heights,40.67757,-73.97017,United States,US,False,moderate,Private room,2006.0,$603 ,$121 ,1.0,42.0,6/16/2019,3.01,4.0,1.0,163.0,,
13088974,Cozy private room in Upper East Side apartment,81553847536,verified,Jillian,Manhattan,Upper East Side,40.77186,-73.95402,United States,US,False,strict,Private room,2011.0,"$1,176 ",$235 ,2.0,3.0,3/16/2017,0.11,5.0,1.0,0.0,,
20341225,"Bright, airy west village retreat!Great location!",50358760342,unconfirmed,Amit,Manhattan,West Village,40.73384,-74.00011,United States,US,False,strict,Entire home/apt,2019.0,$466 ,$93 ,3.0,7.0,1/1/2019,0.7,2.0,1.0,0.0,"Nothing out of the ordinary...the basic considerations...being reasonably neat and tidy.   Please leave shoes in the entranceway.   NO SMOKING in apartment or deck. Kitchen is available for breakfast only;   I stock the breakfast essentials...coffee, tea, milk, cream, juice, cereal, bread, jelly, and often other items as well.  You may use the fridge for beverages and light snacks all day, but no cooking, frying baking of any meal, and no dinner in the house.   You may store items in the fridge. I'm insensitive to noise, so there is no need to tip-toe.  Plus we are 2 floors apart, you likely won't be hearing me either. I do request that guest be tidy and clean, i.e. dishes not left overnight, etc.  I do have a housekeeper a couple of times a month to handle the big stuff.",
33852140,❤️ 8 MINS TO JFK 20 MINS TO LONG BCH /JONES BCH 3BR,78807578216,unconfirmed,Doyen,Queens,Laurelton,40.67348,-73.75094,United States,US,False,flexible,Entire home/apt,2011.0,"$1,052 ",$210 ,4.0,39.0,1/1/2022,1.87,3.0,2.0,344.0,,
50490178,Kid- (and Adult-) Friendly Uptown 2-Bedroom,67126711679,verified,Yolanda,Manhattan,Washington Heights,40.8349,-73.94829,United States,US,False,flexible,Entire home/apt,2016.0,$930 ,$186 ,3.0,36.0,1/1/2019,1.13,4.0,1.0,5.0,,
35565927,Quiet cozy apartment in rockaway beach,88220095123,verified,Gerard,Queens,Belle Harbor,40.58011,-73.84127,United States,US,True,moderate,Entire home/apt,2006.0,"$1,044 ",$209 ,2.0,112.0,11/7/2021,1.97,2.0,1.0,89.0,,
34129395,Beautiful Unique Greenpoint Loft Suite,68023996195,verified,Henry Norman,Brooklyn,Greenpoint,40.72841,-73.94505,United States,US,False,moderate,Entire home/apt,2017.0,$213 ,$43 ,3.0,42.0,12/29/2021,0.56,4.0,14.0,276.0,,
42586765,Charming Red Hook loft with yard,55746057223,unconfirmed,Christina,Brooklyn,Red Hook,40.67962,-74.01294,United States,US,False,strict,Entire home/apt,2003.0,$636 ,$127 ,13.0,1.0,6/1/2019,0.77,2.0,1.0,12.0,,
27724924,Room in furnished & light-filled BRKLYN apartment,88106763916,unconfirmed,Emily,Brooklyn,Flatbush,40.64428,-73.96988,United States,US,False,moderate,Private room,2021.0,$172 ,$34 ,3.0,0.0,,,4.0,1.0,11.0,,
37195212,20-25 minutes to downtown NYC/30-40 to midtown,19275697086,verified,Alan,Brooklyn,Bedford-Stuyvesant,40.69654,-73.93648,United States,US,False,strict,Private room,2018.0,$340 ,$68 ,30.0,93.0,5/21/2021,1.39,3.0,3.0,76.0,,
20829458,Cozy 3 Bedroom in the heart of NYC,64894267962,verified,Leah,Manhattan,Hell's Kitchen,40.76088,-73.98971,United States,US,True,flexible,Entire home/apt,2010.0,"$1,190 ",$238 ,30.0,1.0,3/16/2019,0.26,4.0,1.0,331.0,No smoking.  One's home is their sanctuary. Please treat mine with care. I've worked hard for it and try to make it as pleasant as possible for guests to stay.  :),
46529082,Haven in the Heights: stylish home away from home,62927698572,verified,Alexandra,Brooklyn,Crown Heights,40.67334,-73.94099,United States,US,False,flexible,Entire home/apt,2018.0,$882 ,$176 ,2.0,48.0,6/22/2019,2.44,3.0,1.0,227.0,"No smoking, no showering after 10pm, no shoes in the house we can provide slippers, no loud music please, no late check in after 9pm",
7279882,Lovely Space in the heart of SoHo!,96337701487,unconfirmed,Lauren,Manhattan,SoHo,40.72549,-74.00523,United States,US,False,moderate,Entire home/apt,2007.0,$124 ,$25 ,10.0,31.0,5/16/2019,0.71,2.0,1.0,295.0,,
44291162,Hudson River Aerie,68285846840,verified,Regina,Manhattan,Harlem,40.82545,-73.95295,United States,US,True,strict,Private room,2013.0,$970 ,$194 ,3.0,10.0,6/30/2019,0.71,1.0,1.0,8.0,"No smoking or drugs. We try to keep the house clean, so we take off our shoes when we come in. We all work or go to grad school, so we like to keep the house clean and quiet. Absolutely no smokers, even if you smoke outside. We'd rather not have anyone in the house who brings back in the smell of smoke.",
26362400,"COUCH, ONLY LADYS, cerca a Manhattan",48816209635,verified,Jess & Ana,Queens,Corona,40.74206,-73.86628,United States,US,True,moderate,Shared room,2009.0,$544 ,$109 ,1.0,0.0,,,4.0,8.0,357.0,,
27254917,2 TWIN BEDS (OR 1 KING BED) IN A BOUTIQUE HOTEL,60568634720,verified,Alec,Brooklyn,Gowanus,40.68019,-73.98408,United States,US,True,strict,Private room,2007.0,$695 ,$139 ,1.0,1.0,6/23/2019,1.0,4.0,8.0,364.0,"House Rules 1. Check-in is 4 pm local time. If the unit is ready earlier, we’ll let you know. Check-out is normally 11 am local time, but we’d be happy to extend it as long as we don’t have a cleaning scheduled. Just let us know.  2. All bookings require a security deposit of at least $300, which will be refunded within 7 days of your check-out. 3. For security measures we require all guests to provide proof of identification through ID verification on our own website. In order to check in we'll need a photo of your ID.  4. Our cancellation policy is as shown on our ad and defined by the site you are booking through.  5. Don’t let $300 go up in smoke. There's no smoking allowed in any Flatbook and a $300 fine for breaking this rule.  6. Unfortunately we don’t allow pets in any of our apartments. 7. Unless you’re staying in one of our specialty apartments, we don’t allow parties or excessive noise. 8. If we find the place very messy, we have to charge an extra $40 for every extra hour o",
12113060,Sunny Spacious Family Friendly 2Bed/2Bath UES Apt,72177857108,verified,Alex,Manhattan,Upper East Side,40.77316,-73.94495,United States,US,False,strict,Entire home/apt,2017.0,$963 ,$193 ,2.0,10.0,1/12/2019,0.33,3.0,1.0,0.0,"No shoes in the apartment, please",
49253578,Private bedroom for the weekend,61977850095,verified,Ade,Brooklyn,East New York,40.66337,-73.89806,United States,US,True,moderate,Private room,2009.0,$245 ,$49 ,1.0,1.0,7/6/2016,0.03,1.0,1.0,0.0,,
